APPLICANT_ID,AGE_RANGE,INCOME_CATEGORY,RACE,CREDIT_RATING,APPROVED
127,2,1,1,4,0
128,3,3,4,2,0
129,2,1,3,5,0
130,3,3,3,3,0
131,1,1,5,1,0
132,2,3,3,6,1
133,2,1,3,1,0
134,2,4,4,5,1
135,1,4,4,4,0
136,2,4,3,3,0
137,1,1,3,5,0
138,2,1,5,3,0
139,3,3,5,5,1
140,2,2,3,6,1
141,2,2,2,3,0
142,2,4,1,3,0
143,1,2,5,5,1
144,3,3,4,1,0
145,1,2,1,3,0
146,2,4,5,6,1
147,3,4,5,6,1
148,1,4,5,3,0
149,2,3,5,3,0
150,3,3,4,2,0
151,1,4,4,5,1
152,3,2,3,6,1
153,2,3,5,5,1
154,2,1,1,1,0
155,2,2,5,4,1
156,1,4,2,2,0
157,2,4,3,5,0
158,2,1,3,5,0
159,2,4,2,4,0
160,2,4,4,1,0
161,2,4,4,2,0
162,1,1,5,1,0
163,3,2,3,2,0
164,3,3,5,6,1
165,3,1,4,2,0
166,3,4,5,3,0
167,3,2,5,5,1
168,3,2,1,4,0
169,3,2,2,1,0
170,3,4,3,2,0
171,2,3,5,3,0
172,2,2,3,2,0
173,2,2,3,4,0
174,3,4,2,4,0
175,2,4,3,1,0
176,1,1,3,5,0
177,3,3,1,6,0
178,3,1,4,1,0
179,2,4,1,4,0
180,2,2,2,5,0
181,1,4,1,1,0
182,2,4,5,3,0
183,2,1,2,1,0
184,2,4,1,2,0
185,2,4,4,1,0
186,3,4,4,2,0
187,1,1,5,2,0
188,3,3,4,3,0
189,3,1,4,2,0
190,3,1,2,3,0
191,3,1,1,1,0
192,3,1,4,4,0
193,1,1,5,4,1
194,2,3,5,2,0
195,3,3,5,2,0
196,3,2,4,2,0
197,1,4,4,3,0
198,3,1,1,5,0
199,3,4,5,2,0
200,3,4,3,5,0
201,3,1,2,6,0
202,3,2,1,2,0
203,1,3,2,2,0
204,3,4,5,5,1
205,2,4,4,5,1
206,2,2,5,5,1
207,3,2,3,2,0
208,1,3,1,4,0
209,2,4,4,3,0
210,2,3,3,1,0
211,2,1,5,3,0
212,2,1,2,5,0
213,2,4,5,5,1
214,1,1,5,3,0
215,2,4,2,3,0
216,2,2,1,4,0
217,2,4,3,4,0
218,2,3,4,6,1
219,2,1,2,2,0
220,1,2,1,4,0
221,2,1,3,3,0
222,2,4,3,5,0
223,3,4,3,2,0
224,1,1,5,3,0
225,3,4,2,3,0
226,1,2,3,1,0
227,2,1,4,4,0
228,3,3,1,2,0
229,3,3,4,4,0
230,2,2,5,4,1
231,3,1,5,5,1
232,3,2,1,5,0
233,3,4,5,2,0
234,1,1,4,5,1
235,3,2,3,5,0
236,2,2,3,6,1
237,2,4,5,4,1
238,2,3,4,3,0
239,3,2,5,1,0
240,3,2,4,5,1
241,3,3,1,4,0
242,3,1,2,1,0
243,3,4,2,3,0
244,3,4,5,4,1
245,2,1,3,5,0
246,1,3,3,4,0
247,2,3,4,3,0
248,2,2,3,2,0
249,3,4,1,1,0
250,3,1,3,2,0
251,3,4,3,5,0
252,1,1,2,5,0
253,2,3,5,1,0
254,1,3,2,6,0
255,3,4,1,3,0
256,3,2,2,5,0
257,2,3,2,6,0
258,3,1,2,4,0
259,1,3,3,5,0
260,2,2,3,6,1
261,3,4,5,6,1
262,3,3,1,6,0
263,1,1,5,1,0
264,1,1,3,4,0
265,3,4,3,2,0
266,2,2,2,6,0
267,1,4,4,2,0
268,3,1,3,2,0
269,1,2,5,3,0
270,3,1,4,3,0
271,1,4,3,4,0
272,3,1,5,4,1
273,1,4,5,1,0
274,3,2,3,6,1
275,3,4,5,4,1
276,2,2,1,5,0
277,1,1,5,5,1
278,3,1,2,4,0
279,1,4,1,2,0
280,3,3,1,4,0
281,3,1,5,3,0
282,2,4,3,1,0
283,2,4,2,1,0
284,2,1,4,4,0
285,2,4,5,4,1
286,3,4,5,2,0
287,2,4,5,5,1
288,2,3,4,4,0
289,2,2,4,4,0
290,3,4,5,6,1
291,2,4,2,6,0
292,2,4,2,3,0
293,3,4,4,5,1
294,3,4,2,3,0
295,3,4,1,6,0
296,3,2,2,4,0
297,3,3,3,3,0
298,2,2,4,2,0
299,3,3,2,2,0
300,3,3,1,4,0
301,2,4,3,3,0
302,2,1,4,2,0
303,3,4,3,1,0
304,1,3,2,4,0
305,2,2,4,6,1
306,1,2,4,3,0
307,2,4,1,6,0
308,1,3,4,6,1
309,3,1,1,2,0
310,3,3,2,3,0
311,1,3,1,5,0
312,2,1,5,5,1
313,1,4,4,3,0
314,3,3,1,3,0
315,1,2,3,1,0
316,2,4,2,5,0
317,3,1,1,6,0
318,1,4,3,6,1
319,3,2,1,4,0
320,3,1,3,1,0
321,3,4,2,2,0
322,2,4,5,4,1
323,2,4,3,1,0
324,1,4,4,6,1
325,2,2,1,6,0
326,3,4,2,3,0
327,2,1,2,4,0
328,3,1,5,2,0
329,3,4,1,2,0
330,3,1,2,1,0
331,3,4,5,6,1
332,3,1,2,3,0
333,3,4,2,3,0
334,2,1,2,3,0
335,2,4,4,3,0
336,1,1,4,1,0
337,2,1,4,3,0
338,2,3,3,1,0
339,3,3,4,1,0
340,2,4,3,2,0
341,1,4,4,4,0
342,3,2,1,6,0
343,1,1,3,5,0
344,2,3,2,2,0
345,2,3,4,5,1
346,1,1,1,2,0
347,2,2,1,1,0
348,3,3,4,5,1
349,2,4,2,6,0
350,1,1,2,1,0
351,2,4,3,1,0
352,3,3,1,4,0
353,3,2,4,4,0
354,3,4,3,6,1
355,2,2,2,4,0
356,1,3,4,5,1
357,2,2,5,3,0
358,2,2,2,3,0
359,1,2,2,2,0
360,2,3,5,2,0
361,1,4,5,4,1
362,1,4,3,2,0
363,2,4,5,3,0
364,1,3,4,6,1
365,3,4,1,1,0
366,3,4,4,2,0
367,2,4,3,4,0
368,3,1,1,4,0
369,1,3,1,5,0
370,3,2,4,2,0
371,3,4,4,4,0
372,2,2,5,5,1
373,2,3,3,4,0
374,1,3,2,3,0
375,3,4,3,1,0
376,3,3,5,4,1
377,3,3,2,3,0
378,3,4,2,6,0
379,2,1,2,6,0
380,2,2,3,6,1
381,3,2,4,4,0
382,1,1,1,3,0
383,2,3,1,2,0
384,3,1,2,4,0
385,2,3,4,2,0
386,2,3,5,1,0
387,1,3,3,1,0
388,2,4,2,4,0
389,2,1,2,5,0
390,3,1,2,4,0
391,2,1,5,2,0
392,1,2,1,5,0
393,2,4,4,5,1
394,1,4,5,4,1
395,3,2,1,6,0
396,3,1,4,5,1
397,3,2,3,3,0
398,1,3,2,3,0
399,2,3,2,3,0
400,1,2,1,5,0
401,3,1,4,6,1
402,3,4,3,5,0
403,1,2,4,2,0
404,2,4,3,6,1
405,1,4,5,2,0
406,3,3,1,1,0
407,1,1,1,3,0
408,3,4,1,4,0
409,2,4,5,4,1
410,3,1,3,4,0
411,1,3,4,4,0
412,3,2,1,6,0
413,3,4,2,6,0
414,2,2,1,2,0
415,1,1,5,4,1
416,3,2,3,1,0
417,1,3,5,1,0
418,2,4,3,5,0
419,2,4,3,4,0
420,2,2,2,5,0
421,1,1,1,5,0
422,3,3,3,4,0
423,3,2,1,5,0
424,3,4,4,2,0
425,3,4,4,3,0
426,2,1,4,4,0
427,2,3,2,4,0
428,3,3,5,4,1
429,2,4,1,6,0
430,3,2,1,4,0
431,2,1,4,3,0
432,2,3,4,3,0
433,3,2,4,5,1
434,2,3,3,5,0
435,1,1,3,3,0
436,3,3,5,5,1
437,1,4,2,6,0
438,3,4,3,5,0
439,1,4,3,1,0
440,3,3,5,3,0
441,3,2,1,5,0
442,2,3,4,6,1
443,2,4,3,4,0
444,2,4,4,5,1
445,1,2,2,2,0
446,2,4,1,5,0
447,2,2,1,5,0
448,2,2,2,3,0
449,1,3,2,2,0
450,3,1,5,3,0
451,2,2,3,6,1
452,2,3,2,4,0
453,3,2,3,5,0
454,3,1,4,1,0
455,2,4,2,1,0
456,3,3,5,6,1
457,3,3,5,6,1
458,2,1,4,3,0
459,3,1,3,1,0
460,3,2,4,1,0
461,1,1,3,6,1
462,2,3,4,3,0
463,3,3,2,5,0
464,2,3,5,2,0
465,3,1,1,3,0
466,3,1,1,5,0
467,1,4,1,6,0
468,2,2,5,1,0
469,2,3,5,2,0
470,3,4,1,3,0
471,3,2,4,2,0
472,1,2,4,5,1
473,2,4,2,5,0
474,3,4,1,1,0
475,1,3,4,6,1
476,3,3,1,4,0
477,3,1,3,1,0
478,3,2,3,1,0
479,3,3,2,2,0
480,3,3,1,2,0
481,3,2,3,1,0
482,3,1,4,3,0
483,3,1,1,6,0
484,1,2,5,5,1
485,2,1,2,1,0
486,2,3,4,6,1
487,3,1,2,2,0
488,2,2,4,4,0
489,3,4,4,2,0
490,2,1,5,5,1
491,3,2,2,6,0
492,1,4,2,4,0
493,2,2,2,3,0
494,1,2,3,2,0
495,2,1,1,5,0
496,3,2,4,6,1
497,3,1,1,6,0
498,1,2,5,1,0
499,3,4,3,4,0
500,2,2,5,1,0
501,2,4,4,3,0
502,2,4,3,3,0
503,1,4,5,5,1
504,3,1,1,5,0
505,3,1,5,5,1
506,2,1,1,1,0
507,2,2,2,2,0
508,2,1,4,3,0
509,3,4,5,4,1
510,2,1,1,4,0
511,1,2,3,6,1
512,3,3,2,1,0
513,3,4,5,2,0
514,3,2,5,3,0
515,1,3,1,1,0
516,2,2,3,5,0
517,1,3,5,5,1
518,2,4,4,3,0
519,2,2,4,4,0
520,1,3,5,1,0
521,3,4,5,3,0
522,1,1,2,3,0
523,2,2,4,3,0
524,2,3,2,3,0
525,2,4,2,4,0
526,3,3,3,1,0
527,1,3,1,2,0
528,3,4,5,3,0
529,2,1,5,2,0
530,1,2,5,5,1
531,2,3,2,6,0
532,2,1,4,1,0
533,2,1,4,4,0
534,3,3,5,2,0
535,3,4,5,1,0
536,3,4,4,4,0
537,3,4,2,5,0
538,3,4,3,4,0
539,3,1,1,4,0
540,3,4,1,5,0
541,3,1,4,1,0
542,1,2,1,2,0
543,3,4,3,2,0
544,1,4,5,6,1
545,3,1,4,4,0
546,1,3,5,6,1
547,2,1,4,5,1
548,3,2,4,5,1
549,3,3,4,5,1
550,3,4,1,2,0
551,2,4,5,3,0
552,3,2,5,3,0
553,1,1,5,2,0
554,3,4,4,3,0
555,3,4,5,4,1
556,3,2,3,4,0
557,2,3,3,3,0
558,3,4,2,5,0
559,3,3,5,2,0
560,3,2,3,5,0
561,3,4,2,6,0
562,2,4,4,4,0
563,2,2,2,1,0
564,3,3,5,5,1
565,1,4,4,3,0
566,3,3,3,4,0
567,3,4,2,6,0
568,3,2,1,6,0
569,2,3,4,4,0
570,3,1,3,4,0
571,2,4,3,3,0
572,2,1,4,2,0
573,2,2,2,5,0
574,2,4,4,3,0
575,1,3,5,1,0
576,2,4,1,5,0
577,3,3,1,3,0
578,1,1,4,5,1
579,1,4,1,1,0
580,3,2,3,2,0
581,3,4,3,5,0
582,2,1,3,1,0
583,3,4,4,2,0
584,1,4,2,2,0
585,3,1,4,4,0
586,3,1,2,5,0
587,3,4,3,1,0
588,3,2,1,1,0
589,2,3,4,5,1
590,2,2,3,3,0
591,1,3,4,1,0
592,1,4,4,1,0
593,2,4,3,4,0
594,3,3,2,1,0
595,1,4,5,3,0
596,2,4,3,5,0
597,1,4,5,4,1
598,1,4,2,6,0
599,2,2,5,6,1
600,3,3,5,3,0
601,2,4,3,2,0
602,1,4,5,5,1
603,1,2,1,2,0
604,3,1,4,4,0
605,3,3,4,5,1
606,3,4,1,5,0
607,1,4,2,5,0
608,3,4,4,1,0
609,3,2,3,4,0
610,3,3,2,5,0
611,2,3,5,6,1
612,1,4,2,4,0
613,2,2,2,1,0
614,3,1,5,2,0
615,3,2,5,6,1
616,3,3,5,6,1
617,1,3,4,5,1
618,3,4,1,1,0
619,1,4,1,4,0
620,3,4,1,1,0
621,2,3,3,1,0
622,3,1,3,5,0
623,1,1,2,4,0
624,1,3,4,6,1
625,1,3,1,1,0
626,3,4,3,4,0
627,2,4,4,4,0
628,3,3,2,2,0
629,2,1,1,6,0
630,2,4,1,6,0
631,1,3,5,1,0
632,3,3,2,3,0
633,2,2,5,6,1
634,1,4,2,2,0
635,3,1,5,4,1
636,3,3,5,4,1
637,3,1,2,5,0
638,3,4,3,2,0
639,3,3,1,6,0
640,3,2,4,4,0
641,1,3,1,6,0
642,2,3,3,5,0
643,2,3,2,1,0
644,2,1,2,3,0
645,3,3,5,3,0
646,3,1,1,5,0
647,3,3,4,1,0
648,1,1,4,5,1
649,3,1,4,6,1
650,3,4,4,5,1
651,2,2,3,6,1
652,2,2,1,6,0
653,3,4,2,6,0
654,2,1,1,5,0
655,3,3,4,1,0
656,3,4,2,2,0
657,3,4,4,3,0
658,3,4,2,3,0
659,3,3,2,3,0
660,2,4,3,5,0
661,3,1,5,4,1
662,3,1,2,2,0
663,3,3,3,1,0
664,1,1,1,3,0
665,3,4,2,1,0
666,1,2,4,5,1
667,2,4,2,6,0
668,1,4,3,5,0
669,2,1,5,1,0
670,3,1,3,3,0
671,3,2,5,6,1
672,3,2,3,4,0
673,3,3,5,5,1
674,3,2,3,4,0
675,1,3,5,4,1
676,2,1,4,6,1
677,1,4,1,4,0
678,1,1,4,3,0
679,2,1,2,5,0
680,3,3,1,1,0
681,3,2,2,5,0
682,2,3,1,6,0
683,2,2,2,3,0
684,1,1,3,2,0
685,3,3,1,1,0
686,1,1,2,4,0
687,2,4,3,3,0
688,2,2,1,5,0
689,2,2,3,6,1
690,3,1,3,1,0
691,1,3,5,2,0
692,3,1,1,1,0
693,1,3,5,4,1
694,1,4,3,4,0
695,1,2,4,2,0
696,3,3,2,4,0
697,1,1,2,1,0
698,3,3,4,1,0
699,2,3,5,6,1
700,3,2,5,2,0
701,3,3,4,5,1
702,3,3,2,3,0
703,1,4,1,4,0
704,2,3,3,1,0
705,2,3,3,5,0
706,3,1,5,3,0
707,3,4,3,3,0
708,1,4,1,1,0
709,3,2,4,1,0
710,1,3,1,3,0
711,1,2,2,3,0
712,1,1,2,6,0
713,3,1,3,5,0
714,1,4,4,1,0
715,3,4,3,4,0
716,1,1,2,2,0
717,3,2,5,5,1
718,1,3,4,6,1
719,1,4,2,5,0
720,2,2,5,6,1
721,2,1,3,4,0
722,3,2,2,5,0
723,1,2,5,3,0
724,1,2,5,2,0
725,3,4,4,2,0
726,2,3,2,6,0
727,2,1,3,4,0
728,1,2,1,6,0
729,2,2,5,4,1
730,1,2,3,2,0
731,3,1,4,6,1
732,2,3,2,5,0
733,3,4,5,6,1
734,3,4,1,2,0
735,1,2,3,1,0
736,2,4,1,1,0
737,1,4,1,4,0
738,1,2,4,6,1
739,2,3,2,4,0
740,1,4,3,1,0
741,2,4,5,5,1
742,3,4,4,3,0
743,3,2,5,1,0
744,3,1,2,1,0
745,1,2,1,3,0
746,1,2,5,5,1
747,1,2,2,2,0
748,3,4,2,3,0
749,2,3,4,3,0
750,2,4,2,2,0
751,2,3,4,4,0
752,1,1,3,5,0
753,3,4,5,6,1
754,2,3,1,6,0
755,1,3,4,3,0
756,3,3,2,3,0
757,3,2,3,6,1
758,2,4,1,4,0
759,1,2,4,5,1
760,3,4,4,4,0
761,3,2,1,2,0
762,2,3,1,5,0
763,2,1,3,5,0
764,2,4,4,1,0
765,2,1,5,3,0
766,1,1,3,5,0
767,1,4,4,5,1
768,3,3,2,1,0
769,1,4,1,4,0
770,3,3,4,6,1
771,1,2,4,6,1
772,3,3,2,6,0
773,1,4,4,4,0
774,3,3,2,6,0
775,3,3,1,4,0
776,2,3,3,5,0
777,1,3,1,6,0
778,3,4,2,3,0
779,2,2,5,2,0
780,2,3,1,3,0
781,2,3,4,1,0
782,2,3,5,2,0
783,2,3,5,4,1
784,1,3,2,6,0
785,2,4,4,5,1
786,1,3,5,5,1
787,3,2,2,4,0
788,3,4,2,2,0
789,2,3,4,4,0
790,1,3,1,5,0
791,3,4,2,6,0
792,1,3,2,1,0
793,2,3,3,1,0
794,1,4,2,5,0
795,1,3,3,6,1
796,2,2,4,2,0
797,3,1,4,2,0
798,1,1,2,6,0
799,3,3,2,3,0
800,1,4,3,5,0
801,1,3,3,4,0
802,1,3,4,6,1
803,1,4,3,2,0
804,1,3,1,1,0
805,1,3,4,2,0
806,1,3,5,4,1
807,3,3,1,5,0
808,3,3,1,6,0
809,1,3,4,2,0
810,3,4,4,5,1
811,2,3,5,4,1
812,2,4,1,1,0
813,3,1,1,4,0
814,1,4,1,2,0
815,2,3,2,1,0
816,1,3,5,5,1
817,2,4,4,4,0
818,3,2,4,6,1
819,3,4,3,5,0
820,2,2,1,5,0
821,1,3,3,5,0
822,1,4,2,4,0
823,1,3,5,2,0
824,1,3,2,6,0
825,3,4,4,1,0
826,1,1,3,4,0
827,1,2,5,5,1
828,3,3,4,2,0
829,3,1,1,2,0
830,3,2,3,1,0
831,3,4,1,5,0
832,2,1,4,4,0
833,3,1,1,3,0
834,1,4,4,3,0
835,3,1,3,6,1
836,1,1,1,1,0
837,3,2,4,1,0
838,2,2,2,6,0
839,2,2,3,3,0
840,3,4,1,4,0
841,2,4,2,3,0
842,1,4,4,3,0
843,1,3,1,2,0
844,3,3,4,5,1
845,1,3,5,3,0
846,3,3,4,2,0
847,3,1,1,6,0
848,3,4,1,1,0
849,3,3,3,1,0
850,2,3,4,3,0
851,1,3,4,2,0
852,1,4,1,1,0
853,1,4,3,5,0
854,1,3,5,6,1
855,3,3,1,6,0
856,3,3,5,5,1
857,1,3,1,6,0
858,3,3,5,5,1
859,1,4,5,4,1
860,2,2,2,5,0
861,3,2,4,3,0
862,1,4,1,1,0
863,1,1,4,6,1
864,1,2,1,4,0
865,3,1,1,2,0
866,2,2,2,1,0
867,1,2,3,6,1
868,3,4,3,6,1
869,2,3,5,3,0
870,1,1,2,2,0
871,1,4,1,6,0
872,1,1,1,2,0
873,1,4,3,5,0
874,2,2,5,5,1
875,2,3,1,3,0
876,3,1,1,2,0
877,1,3,2,5,0
878,2,3,5,3,0
879,3,3,4,5,1
880,3,4,1,4,0
881,1,3,5,3,0
882,3,4,1,3,0
883,2,2,2,2,0
884,1,4,4,2,0
885,2,1,4,6,1
886,1,3,1,1,0
887,3,3,1,1,0
888,3,3,3,6,1
889,2,3,1,5,0
890,3,3,3,6,1
891,1,3,4,4,0
892,2,3,5,5,1
893,1,3,1,3,0
894,1,3,4,6,1
895,1,1,5,5,1
896,3,2,5,6,1
897,1,3,2,2,0
898,1,1,4,6,1
899,2,4,2,4,0
900,2,3,4,1,0
901,1,1,4,6,1
902,1,2,4,5,1
903,3,2,3,3,0
904,1,3,4,1,0
905,2,3,2,3,0
906,2,1,4,5,1
907,1,3,5,3,0
908,2,4,2,3,0
909,1,3,2,2,0
910,2,2,1,5,0
911,2,1,5,4,1
912,2,2,5,2,0
913,3,1,1,6,0
914,1,3,2,3,0
915,1,4,4,2,0
916,2,4,2,6,0
917,1,4,2,5,0
918,3,2,1,5,0
919,2,2,3,1,0
920,1,2,5,5,1
921,3,2,5,4,1
922,2,3,2,3,0
923,2,1,1,4,0
924,3,4,2,4,0
925,3,3,4,6,1
926,3,3,3,5,0
927,2,4,5,2,0
928,1,3,1,1,0
929,2,4,5,2,0
930,2,3,1,1,0
931,2,3,4,1,0
932,1,3,4,1,0
933,2,4,5,3,0
934,1,1,5,1,0
935,3,1,2,4,0
936,3,4,5,5,1
937,2,3,4,1,0
938,1,1,5,2,0
939,1,4,5,1,0
940,3,4,4,3,0
941,1,4,1,1,0
942,2,3,2,1,0
943,1,3,3,1,0
944,2,3,2,6,0
945,2,3,1,1,0
946,1,3,5,2,0
947,3,3,2,6,0
948,2,3,4,5,1
949,3,2,4,6,1
950,2,3,3,2,0
951,3,1,1,1,0
952,3,2,3,5,0
953,1,1,4,1,0
954,3,3,4,4,0
955,1,1,5,5,1
956,3,3,3,1,0
957,2,4,5,2,0
958,2,3,3,2,0
959,2,2,2,1,0
960,2,2,3,2,0
961,1,1,5,1,0
962,3,3,4,4,0
963,1,4,4,2,0
964,1,3,2,3,0
965,2,3,2,2,0
966,1,4,2,2,0
967,3,2,2,3,0
968,1,3,3,5,0
969,1,1,1,2,0
970,1,4,1,3,0
971,3,2,1,6,0
972,2,1,2,4,0
973,1,2,5,5,1
974,2,3,1,4,0
975,2,3,5,2,0
976,3,2,2,5,0
977,1,4,3,6,1
978,1,3,5,3,0
979,1,3,2,1,0
980,1,3,5,3,0
981,2,3,2,5,0
982,1,2,3,6,1
983,3,2,5,3,0
984,2,3,1,3,0
985,3,2,4,5,1
986,1,1,5,3,0
987,1,4,5,6,1
988,1,1,4,6,1
989,3,1,1,3,0
990,1,1,5,6,1
991,1,3,4,1,0
992,3,4,1,2,0
993,2,3,5,3,0
994,2,2,4,2,0
995,1,4,2,2,0
996,2,4,5,5,1
997,1,1,2,1,0
998,3,2,4,5,1
999,1,4,3,4,0
1000,3,1,4,6,1
