APPLICANT_ID,AGE_RANGE,INCOME_CATEGORY,RACE,CREDIT_RATING,APPROVED
127,2,1,1,4,0
128,3,3,4,2,1
129,2,1,3,5,0
130,3,3,3,3,1
131,1,1,5,1,1
132,2,3,3,6,0
133,2,1,3,1,1
134,2,4,4,5,0
135,1,3,4,4,1
136,2,3,3,3,1
137,1,1,3,5,0
138,2,1,5,3,1
139,3,3,5,5,1
140,1,2,3,6,0
141,1,2,2,3,0
142,2,4,1,3,0
143,1,2,5,5,1
144,3,3,4,1,1
145,1,2,1,3,0
146,2,1,5,6,0
147,3,1,5,6,0
148,1,1,5,3,1
149,2,3,5,3,1
150,3,3,4,2,1
151,1,4,4,5,0
152,3,2,3,6,0
153,2,3,5,5,1
154,2,1,1,1,1
155,2,2,5,4,1
156,1,4,2,2,1
157,2,4,3,5,0
158,2,1,3,5,0
159,2,3,2,4,0
160,2,3,4,1,1
161,2,3,4,2,1
162,1,1,5,1,1
163,3,2,3,2,1
164,1,3,5,6,0
165,1,1,4,2,1
166,1,4,5,3,1
167,3,2,5,5,1
168,3,2,1,4,0
169,3,2,2,1,1
170,3,4,3,2,1
171,2,3,5,3,1
172,2,2,3,2,1
173,2,2,3,4,0
174,3,4,2,4,0
175,2,4,3,1,1
176,1,1,3,5,0
177,3,3,1,6,0
178,1,1,4,1,1
179,2,4,1,4,0
180,2,2,2,5,0
181,1,4,1,1,1
182,2,4,5,3,1
183,1,1,2,1,1
184,1,3,1,2,0
185,1,3,4,1,1
186,3,4,4,2,1
187,1,1,5,2,1
188,3,3,4,3,1
189,1,1,4,2,1
190,1,1,2,3,0
191,1,1,1,1,1
192,3,1,4,4,1
193,1,1,5,4,1
194,2,3,5,2,1
195,3,3,5,2,1
196,3,2,4,2,1
197,1,4,4,3,1
198,3,1,1,5,0
199,3,4,5,2,1
200,3,4,3,5,0
201,3,1,2,6,0
202,3,2,1,2,0
203,1,3,2,2,1
204,3,4,5,5,1
205,2,4,4,5,0
206,2,2,5,5,1
207,3,2,3,2,1
208,1,3,1,4,0
209,2,4,4,3,1
210,2,3,3,1,1
211,2,1,5,3,1
212,1,1,2,5,0
213,2,4,5,5,1
214,1,1,5,3,1
215,2,4,2,3,0
216,2,2,1,4,0
217,2,4,3,4,0
218,2,3,4,6,0
219,2,1,2,2,1
220,1,2,1,4,0
221,2,1,3,3,1
222,2,4,3,5,0
223,3,4,3,2,1
224,1,1,5,3,1
225,3,4,2,3,0
226,1,2,3,1,1
227,2,1,4,4,1
228,1,3,1,2,0
229,1,3,4,4,1
230,2,2,5,4,1
231,3,1,5,5,1
232,3,2,1,5,0
233,3,4,5,2,1
234,1,1,4,5,0
235,3,2,3,5,0
236,2,2,3,6,0
237,2,4,5,4,1
238,2,3,4,3,1
239,3,2,5,1,1
240,3,2,4,5,0
241,1,3,1,4,0
242,1,1,2,1,1
243,1,4,2,3,0
244,1,4,5,4,1
245,2,1,3,5,0
246,1,3,3,4,0
247,2,3,4,3,1
248,2,2,3,2,1
249,3,4,1,1,1
250,3,1,3,2,1
251,3,4,3,5,0
252,1,1,2,5,0
253,2,3,5,1,1
254,1,3,2,6,0
255,3,4,1,3,0
256,3,2,2,5,0
257,2,3,2,6,0
258,3,1,2,4,0
259,1,3,3,5,0
260,2,2,3,6,0
261,3,4,5,6,0
262,3,3,1,6,0
263,1,1,5,1,1
264,1,1,3,4,0
265,3,4,3,2,1
266,2,2,2,6,0
267,1,4,4,2,1
268,3,1,3,2,1
269,1,2,5,3,1
270,3,1,4,3,1
271,1,4,3,4,0
272,3,1,5,4,1
273,1,4,5,1,1
274,3,2,3,6,0
275,3,4,5,4,1
276,2,2,1,5,0
277,1,1,5,5,1
278,3,1,2,4,0
279,1,4,1,2,0
280,3,3,1,4,0
281,3,1,5,3,1
282,2,2,3,1,1
283,2,2,2,1,1
284,2,1,4,4,1
285,2,2,5,4,1
286,3,2,5,2,1
287,2,4,5,5,1
288,2,3,4,4,1
289,2,2,4,4,1
290,3,3,5,6,0
291,2,3,2,6,0
292,1,2,2,3,0
293,3,2,4,5,0
294,3,4,2,3,0
295,3,4,1,6,0
296,3,2,2,4,0
297,3,3,3,3,1
298,2,2,4,2,1
299,3,3,2,2,1
300,3,3,1,4,0
301,2,4,3,3,1
302,2,1,4,2,1
303,3,4,3,1,1
304,1,3,2,4,0
305,2,2,4,6,0
306,1,2,4,3,1
307,2,4,1,6,0
308,1,3,4,6,0
309,3,1,1,2,0
310,3,3,2,3,0
311,1,3,1,5,0
312,2,1,5,5,1
313,1,4,4,3,1
314,3,3,1,3,0
315,1,2,3,1,1
316,2,4,2,5,0
317,3,1,1,6,0
318,1,4,3,6,0
319,3,2,1,4,0
320,1,1,3,1,1
321,1,3,2,2,1
322,2,3,5,4,1
323,2,3,3,1,1
324,1,3,4,6,0
325,2,2,1,6,0
326,3,4,2,3,0
327,2,1,2,4,0
328,1,1,5,2,1
329,1,4,1,2,0
330,3,1,2,1,1
331,3,4,5,6,0
332,1,1,2,3,0
333,1,4,2,3,0
334,2,1,2,3,0
335,2,4,4,3,1
336,1,1,4,1,1
337,2,1,4,3,1
338,1,3,3,1,1
339,3,3,4,1,1
340,2,1,3,2,1
341,1,1,4,4,1
342,3,2,1,6,0
343,1,1,3,5,0
344,2,3,2,2,1
345,2,3,4,5,0
346,1,1,1,2,0
347,2,2,1,1,1
348,3,3,4,5,0
349,2,4,2,6,0
350,1,1,2,1,1
351,2,4,3,1,1
352,1,3,1,4,0
353,1,2,4,4,1
354,1,4,3,6,0
355,2,2,2,4,0
356,1,3,4,5,0
357,2,2,5,3,1
358,2,2,2,3,0
359,1,2,2,2,1
360,2,3,5,2,1
361,1,4,5,4,1
362,1,4,3,2,1
363,2,4,5,3,1
364,1,3,4,6,0
365,3,4,1,1,1
366,3,4,4,2,1
367,2,4,3,4,0
368,3,1,1,4,0
369,1,3,1,5,0
370,3,2,4,2,1
371,3,4,4,4,1
372,2,2,5,5,1
373,2,3,3,4,0
374,1,3,2,3,0
375,3,4,3,1,1
376,3,3,5,4,1
377,3,3,2,3,0
378,3,4,2,6,0
379,2,1,2,6,0
380,2,2,3,6,0
381,3,2,4,4,1
382,1,1,1,3,0
383,2,3,1,2,0
384,3,1,2,4,0
385,2,3,4,2,1
386,2,3,5,1,1
387,1,3,3,1,1
388,2,4,2,4,0
389,2,1,2,5,0
390,3,1,2,4,0
391,2,1,5,2,1
392,1,2,1,5,0
393,2,4,4,5,0
394,1,4,5,4,1
395,3,2,1,6,0
396,3,1,4,5,0
397,3,2,3,3,1
398,1,3,2,3,0
399,2,3,2,3,0
400,1,2,1,5,0
401,3,1,4,6,0
402,3,4,3,5,0
403,1,2,4,2,1
404,2,4,3,6,0
405,1,4,5,2,1
406,3,3,1,1,1
407,1,1,1,3,0
408,3,4,1,4,0
409,2,4,5,4,1
410,3,1,3,4,0
411,1,3,4,4,1
412,3,2,1,6,0
413,3,4,2,6,0
414,2,2,1,2,0
415,1,1,5,4,1
416,3,2,3,1,1
417,1,3,5,1,1
418,2,4,3,5,0
419,2,4,3,4,0
420,2,2,2,5,0
421,1,1,1,5,0
422,3,3,3,4,0
423,3,2,1,5,0
424,3,4,4,2,1
425,3,4,4,3,1
426,2,1,4,4,1
427,2,3,2,4,0
428,3,3,5,4,1
429,2,4,1,6,0
430,3,2,1,4,0
431,1,1,4,3,1
432,1,3,4,3,1
433,3,2,4,5,0
434,2,3,3,5,0
435,1,1,3,3,1
436,3,3,5,5,1
437,1,1,2,6,0
438,3,1,3,5,0
439,1,1,3,1,1
440,3,3,5,3,1
441,3,2,1,5,0
442,2,3,4,6,0
443,2,4,3,4,0
444,2,4,4,5,0
445,1,2,2,2,1
446,2,4,1,5,0
447,2,2,1,5,0
448,2,2,2,3,0
449,1,3,2,2,1
450,3,1,5,3,1
451,2,2,3,6,0
452,2,3,2,4,0
453,3,2,3,5,0
454,3,1,4,1,1
455,2,4,2,1,1
456,1,3,5,6,0
457,1,3,5,6,0
458,2,1,4,3,1
459,3,1,3,1,1
460,3,2,4,1,1
461,1,1,3,6,0
462,2,3,4,3,1
463,3,3,2,5,0
464,2,3,5,2,1
465,3,1,1,3,0
466,3,1,1,5,0
467,1,4,1,6,0
468,2,2,5,1,1
469,2,3,5,2,1
470,3,4,1,3,0
471,3,2,4,2,1
472,1,2,4,5,0
473,2,4,2,5,0
474,3,4,1,1,1
475,1,3,4,6,0
476,3,3,1,4,0
477,3,1,3,1,1
478,1,2,3,1,1
479,1,3,2,2,1
480,3,3,1,2,0
481,3,2,3,1,1
482,3,1,4,3,1
483,3,1,1,6,0
484,1,2,5,5,1
485,2,1,2,1,1
486,2,3,4,6,0
487,3,1,2,2,1
488,2,2,4,4,1
489,3,4,4,2,1
490,2,1,5,5,1
491,3,2,2,6,0
492,1,4,2,4,0
493,2,2,2,3,0
494,1,2,3,2,1
495,2,1,1,5,0
496,3,2,4,6,0
497,3,1,1,6,0
498,1,2,5,1,1
499,3,4,3,4,0
500,2,2,5,1,1
501,2,4,4,3,1
502,2,4,3,3,1
503,1,4,5,5,1
504,3,1,1,5,0
505,3,1,5,5,1
506,2,1,1,1,1
507,2,2,2,2,1
508,2,1,4,3,1
509,3,4,5,4,1
510,2,1,1,4,0
511,1,2,3,6,0
512,3,3,2,1,1
513,3,4,5,2,1
514,3,2,5,3,1
515,1,3,1,1,1
516,2,2,3,5,0
517,1,3,5,5,1
518,2,4,4,3,1
519,2,2,4,4,1
520,1,3,5,1,1
521,3,4,5,3,1
522,1,1,2,3,0
523,2,2,4,3,1
524,2,3,2,3,0
525,2,4,2,4,0
526,3,3,3,1,1
527,1,3,1,2,0
528,3,4,5,3,1
529,2,1,5,2,1
530,1,2,5,5,1
531,2,3,2,6,0
532,2,1,4,1,1
533,2,1,4,4,1
534,3,3,5,2,1
535,3,2,5,1,1
536,3,2,4,4,1
537,3,2,2,5,0
538,1,2,3,4,0
539,1,1,1,4,0
540,1,4,1,5,0
541,3,1,4,1,1
542,1,2,1,2,0
543,3,4,3,2,1
544,1,4,5,6,0
545,3,1,4,4,1
546,1,3,5,6,0
547,2,1,4,5,0
548,3,2,4,5,0
549,3,3,4,5,0
550,3,4,1,2,0
551,2,4,5,3,1
552,3,2,5,3,1
553,1,1,5,2,1
554,3,4,4,3,1
555,3,4,5,4,1
556,3,2,3,4,0
557,2,3,3,3,1
558,3,4,2,5,0
559,3,3,5,2,1
560,3,2,3,5,0
561,3,4,2,6,0
562,2,4,4,4,1
563,2,2,2,1,1
564,3,3,5,5,1
565,1,4,4,3,1
566,3,3,3,4,0
567,3,4,2,6,0
568,3,2,1,6,0
569,2,3,4,4,1
570,3,1,3,4,0
571,2,4,3,3,1
572,2,1,4,2,1
573,2,2,2,5,0
574,2,4,4,3,1
575,1,3,5,1,1
576,2,4,1,5,0
577,3,3,1,3,0
578,1,1,4,5,0
579,1,4,1,1,1
580,3,2,3,2,1
581,3,4,3,5,0
582,2,1,3,1,1
583,3,3,4,2,1
584,1,3,2,2,1
585,3,1,4,4,1
586,3,1,2,5,0
587,3,4,3,1,1
588,3,2,1,1,1
589,2,3,4,5,0
590,2,2,3,3,1
591,1,3,4,1,1
592,1,4,4,1,1
593,2,4,3,4,0
594,3,3,2,1,1
595,1,2,5,3,1
596,2,2,3,5,0
597,1,3,5,4,1
598,1,3,2,6,0
599,2,2,5,6,0
600,3,3,5,3,1
601,2,4,3,2,1
602,1,4,5,5,1
603,1,2,1,2,0
604,3,1,4,4,1
605,3,3,4,5,0
606,3,4,1,5,0
607,1,4,2,5,0
608,3,4,4,1,1
609,3,2,3,4,0
610,3,3,2,5,0
611,2,3,5,6,0
612,1,4,2,4,0
613,2,2,2,1,1
614,3,1,5,2,1
615,3,2,5,6,0
616,3,3,5,6,0
617,1,3,4,5,0
618,3,2,1,1,1
619,1,2,1,4,0
620,3,2,1,1,1
621,2,3,3,1,1
622,3,1,3,5,0
623,1,1,2,4,0
624,1,3,4,6,0
625,1,3,1,1,1
626,3,4,3,4,0
627,2,4,4,4,1
628,3,3,2,2,1
629,2,1,1,6,0
630,2,4,1,6,0
631,1,3,5,1,1
632,3,3,2,3,0
633,2,2,5,6,0
634,1,4,2,2,1
635,3,1,5,4,1
636,3,3,5,4,1
637,1,1,2,5,0
638,1,4,3,2,1
639,2,3,1,6,0
640,3,2,4,4,1
641,1,3,1,6,0
642,2,3,3,5,0
643,2,3,2,1,1
644,2,1,2,3,0
645,1,3,5,3,1
646,1,1,1,5,0
647,3,3,4,1,1
648,1,1,4,5,0
649,3,1,4,6,0
650,3,4,4,5,0
651,2,2,3,6,0
652,2,2,1,6,0
653,3,4,2,6,0
654,2,1,1,5,0
655,1,3,4,1,1
656,1,4,2,2,1
657,1,1,4,3,1
658,1,1,2,3,0
659,3,3,2,3,0
660,2,4,3,5,0
661,3,1,5,4,1
662,3,1,2,2,1
663,3,3,3,1,1
664,1,1,1,3,0
665,3,4,2,1,1
666,1,2,4,5,0
667,2,4,2,6,0
668,1,4,3,5,0
669,2,1,5,1,1
670,3,1,3,3,1
671,1,2,5,6,0
672,1,2,3,4,0
673,1,3,5,5,1
674,3,2,3,4,0
675,1,3,5,4,1
676,2,1,4,6,0
677,1,4,1,4,0
678,1,1,4,3,1
679,2,1,2,5,0
680,3,3,1,1,1
681,3,2,2,5,0
682,2,3,1,6,0
683,2,2,2,3,0
684,1,1,3,2,1
685,3,3,1,1,1
686,1,1,2,4,0
687,2,4,3,3,1
688,2,2,1,5,0
689,2,2,3,6,0
690,3,1,3,1,1
691,1,3,5,2,1
692,3,1,1,1,1
693,1,3,5,4,1
694,1,4,3,4,0
695,1,2,4,2,1
696,3,3,2,4,0
697,1,1,2,1,1
698,3,3,4,1,1
699,2,3,5,6,0
700,3,2,5,2,1
701,3,3,4,5,0
702,3,3,2,3,0
703,1,4,1,4,0
704,2,3,3,1,1
705,2,3,3,5,0
706,3,1,5,3,1
707,3,4,3,3,1
708,1,4,1,1,1
709,3,2,4,1,1
710,1,3,1,3,0
711,1,2,2,3,0
712,1,1,2,6,0
713,3,1,3,5,0
714,1,4,4,1,1
715,3,4,3,4,0
716,1,1,2,2,1
717,3,2,5,5,1
718,1,3,4,6,0
719,1,4,2,5,0
720,2,2,5,6,0
721,2,1,3,4,0
722,3,2,2,5,0
723,1,2,5,3,1
724,1,2,5,2,1
725,3,4,4,2,1
726,2,3,2,6,0
727,2,1,3,4,0
728,1,2,1,6,0
729,2,2,5,4,1
730,1,2,3,2,1
731,3,1,4,6,0
732,2,3,2,5,0
733,3,4,5,6,0
734,3,4,1,2,0
735,1,2,3,1,1
736,2,4,1,1,1
737,1,4,1,4,0
738,1,2,4,6,0
739,2,3,2,4,0
740,1,4,3,1,1
741,2,4,5,5,1
742,3,4,4,3,1
743,3,2,5,1,1
744,3,1,2,1,1
745,1,2,1,3,0
746,1,2,5,5,1
747,1,2,2,2,1
748,3,4,2,3,0
749,1,3,4,3,1
750,1,4,2,2,1
751,2,3,4,4,1
752,1,1,3,5,0
753,3,4,5,6,0
754,2,3,1,6,0
755,1,3,4,3,1
756,3,3,2,3,0
757,3,2,3,6,0
758,2,4,1,4,0
759,1,2,4,5,0
760,3,4,4,4,1
761,3,2,1,2,0
762,2,3,1,5,0
763,1,1,3,5,0
764,2,4,4,1,1
765,2,1,5,3,1
766,1,1,3,5,0
767,1,4,4,5,0
768,3,3,2,1,1
769,1,4,1,4,0
770,3,3,4,6,0
771,1,2,4,6,0
772,3,3,2,6,0
773,1,4,4,4,1
774,3,2,2,6,0
775,3,2,1,4,0
776,2,1,3,5,0
777,1,1,1,6,0
778,3,4,2,3,0
779,1,2,5,2,1
780,1,3,1,3,0
781,2,3,4,1,1
782,2,3,5,2,1
783,2,3,5,4,1
784,1,3,2,6,0
785,2,4,4,5,0
786,1,3,5,5,1
787,3,2,2,4,0
788,3,4,2,2,1
789,2,2,4,4,1
790,1,2,1,5,0
791,3,4,2,6,0
792,1,3,2,1,1
793,2,3,3,1,1
794,1,4,2,5,0
795,1,3,3,6,0
796,2,2,4,2,1
797,3,1,4,2,1
798,1,1,2,6,0
799,3,3,2,3,0
800,1,4,3,5,0
801,1,3,3,4,0
802,1,3,4,6,0
803,1,4,3,2,1
804,1,1,1,1,1
805,1,1,4,2,1
806,1,2,5,4,1
807,3,1,1,5,0
808,3,1,1,6,0
809,1,3,4,2,1
810,3,4,4,5,0
811,2,3,5,4,1
812,2,4,1,1,1
813,3,1,1,4,0
814,1,4,1,2,0
815,2,2,2,1,1
816,1,1,5,5,1
817,2,4,4,4,1
818,3,2,4,6,0
819,3,4,3,5,0
820,2,2,1,5,0
821,1,3,3,5,0
822,1,4,2,4,0
823,1,2,5,2,1
824,1,2,2,6,0
825,3,4,4,1,1
826,1,1,3,4,0
827,1,2,5,5,1
828,3,3,4,2,1
829,3,1,1,2,0
830,3,2,3,1,1
831,3,4,1,5,0
832,2,1,4,4,1
833,3,1,1,3,0
834,1,4,4,3,1
835,3,1,3,6,0
836,1,1,1,1,1
837,3,2,4,1,1
838,2,2,2,6,0
839,2,2,3,3,1
840,3,4,1,4,0
841,2,4,2,3,0
842,1,4,4,3,1
843,1,1,1,2,0
844,3,2,4,5,0
845,1,3,5,3,1
846,3,3,4,2,1
847,3,1,1,6,0
848,3,4,1,1,1
849,3,2,3,1,1
850,2,2,4,3,1
851,1,3,4,2,1
852,1,4,1,1,1
853,1,4,3,5,0
854,1,3,5,6,0
855,3,1,1,6,0
856,3,2,5,5,1
857,1,2,1,6,0
858,3,2,5,5,1
859,1,4,5,4,1
860,2,2,2,5,0
861,3,2,4,3,1
862,1,4,1,1,1
863,1,1,4,6,0
864,1,2,1,4,0
865,3,1,1,2,0
866,2,2,2,1,1
867,1,2,3,6,0
868,3,4,3,6,0
869,2,3,5,3,1
870,1,1,2,2,1
871,1,4,1,6,0
872,1,1,1,2,0
873,1,4,3,5,0
874,2,2,5,5,1
875,2,3,1,3,0
876,3,1,1,2,0
877,1,3,2,5,0
878,2,3,5,3,1
879,3,3,4,5,0
880,3,4,1,4,0
881,1,3,5,3,1
882,3,4,1,3,0
883,2,2,2,2,1
884,1,4,4,2,1
885,2,1,4,6,0
886,1,2,1,1,1
887,3,2,1,1,1
888,3,2,3,6,0
889,2,1,1,5,0
890,3,1,3,6,0
891,1,2,4,4,1
892,2,1,5,5,1
893,1,1,1,3,0
894,1,3,4,6,0
895,1,1,5,5,1
896,3,2,5,6,0
897,1,3,2,2,1
898,1,1,4,6,0
899,2,4,2,4,0
900,2,3,4,1,1
901,1,1,4,6,0
902,1,2,4,5,0
903,3,2,3,3,1
904,1,3,4,1,1
905,2,3,2,3,0
906,2,1,4,5,0
907,1,3,5,3,1
908,2,4,2,3,0
909,1,3,2,2,1
910,2,2,1,5,0
911,2,1,5,4,1
912,2,2,5,2,1
913,3,1,1,6,0
914,1,3,2,3,0
915,1,4,4,2,1
916,2,4,2,6,0
917,1,4,2,5,0
918,3,2,1,5,0
919,2,2,3,1,1
920,1,2,5,5,1
921,3,2,5,4,1
922,2,3,2,3,0
923,2,1,1,4,0
924,3,4,2,4,0
925,3,3,4,6,0
926,3,3,3,5,0
927,2,4,5,2,1
928,1,3,1,1,1
929,2,4,5,2,1
930,2,1,1,1,1
931,2,1,4,1,1
932,1,1,4,1,1
933,2,4,5,3,1
934,1,1,5,1,1
935,3,1,2,4,0
936,3,4,5,5,1
937,2,3,4,1,1
938,1,1,5,2,1
939,1,4,5,1,1
940,3,4,4,3,1
941,1,4,1,1,1
942,2,3,2,1,1
943,1,3,3,1,1
944,2,1,2,6,0
945,2,1,1,1,1
946,1,3,5,2,1
947,3,3,2,6,0
948,2,3,4,5,0
949,3,2,4,6,0
950,2,3,3,2,1
951,3,1,1,1,1
952,3,2,3,5,0
953,1,1,4,1,1
954,3,3,4,4,1
955,1,1,5,5,1
956,3,3,3,1,1
957,2,4,5,2,1
958,2,3,3,2,1
959,2,2,2,1,1
960,2,2,3,2,1
961,1,1,5,1,1
962,3,3,4,4,1
963,1,4,4,2,1
964,1,3,2,3,0
965,2,3,2,2,1
966,1,4,2,2,1
967,3,2,2,3,0
968,1,3,3,5,0
969,1,1,1,2,0
970,1,4,1,3,0
971,3,2,1,6,0
972,2,1,2,4,0
973,1,2,5,5,1
974,2,1,1,4,0
975,2,1,5,2,1
976,3,2,2,5,0
977,1,4,3,6,0
978,1,2,5,3,1
979,1,2,2,1,1
980,1,3,5,3,1
981,2,3,2,5,0
982,1,2,3,6,0
983,3,2,5,3,1
984,2,3,1,3,0
985,3,2,4,5,0
986,1,1,5,3,1
987,1,4,5,6,0
988,1,1,4,6,0
989,3,1,1,3,0
990,1,1,5,6,0
991,1,3,4,1,1
992,3,4,1,2,0
993,2,2,5,3,1
994,2,2,4,2,1
995,1,4,2,2,1
996,2,4,5,5,1
997,1,1,2,1,1
998,3,2,4,5,0
999,1,4,3,4,0
1000,3,1,4,6,0
